CalDateValue,JourneyRef,VehicleRef,Driver
20201101,457046,8798,171-1111
20201101,417020,8812,171-1111
20201101,747013,1862,170-1111
20201101,137029,8865,171-1111
20201101,237043,1616,170-1111
20201101,257046,8736,171-1111
20201101,237042,1617,170-1111
20201101,27050,1571,170-1111
20201101,147048,8868,171-1111
20201101,17051,1575,170-1111
20201101,37052,8707,171-1111
20201101,17052,1569,170-1111
20201101,267017,8810,171-1111
20201101,207031,8742,171-1111
20201101,237044,1600,170-1111
20201101,257043,8744,171-1111
20201101,107045,1702,170-1111
20201101,37051,8713,171-1111
20201101,227045,8827,171-1111
20201101,417025,8812,171-1111
20201101,107046,1699,170-1111
20201101,757006,1626,170-1111
20201101,147041,8828,171-1111
20201101,427043,8806,171-1111
20201101,117045,8866,171-1111
20201101,127046,8762,171-1111
20201101,27053,1568,170-1111
20201101,467017,1603,170-1111
20201101,207032,8743,171-1111
20201101,117046,8836,171-1111
20201101,407041,8721,171-1111
20201101,117046,8836,171-1111
20201101,407048,8735,171-1111
20201101,457047,8813,171-1111
20201101,137032,8833,171-1111
20201101,457048,8816,171-1111
20201101,787010,2096,170-1111
20201101,447015,8814,171-1111
20201101,777008,1638,170-1111
20201101,227046,8847,171-1111
20201101,127045,8770,171-1111
20201101,257045,8722,171-1111
20201101,707032,1776,170-1111
20201101,237045,1596,170-1111
20201101,257048,8724,171-1111
20201101,427048,8811,171-1111
20201101,147050,8872,171-1111
20201101,217031,8803,171-1111
20201101,287032,8796,171-1111
20201101,117047,8869,171-1111
20201101,27052,1535,170-1111
20201101,27055,1565,170-1111
20201101,117048,8830,171-1111
20201101,17053,1561,170-1111
20201101,37054,8708,171-1111
20201101,147052,8854,171-1111
20201101,437019,8808,171-1111
20201101,37053,8714,171-1111
20201101,727017,1635,170-1111
20201101,107047,1703,170-1111
20201101,707029,1778,170-1111
20201101,437020,8808,171-1111
20201101,227047,8829,171-1111
20201101,147043,8826,171-1111
20201101,257050,8740,171-1111
20201101,17054,1553,170-1111
20201101,827056,2133,170-1111
20201101,747016,1862,170-1111
20201101,797014,8815,171-1111
20201101,107048,1700,170-1111
20201101,137031,8838,171-1111
20201101,207034,8727,171-1111
20201101,27057,1549,170-1111
20201101,127048,8761,171-1111
20201101,417022,8812,171-1111
20201101,407043,8735,171-1111
20201101,457049,8798,171-1111
20201101,407050,8721,171-1111
20201101,427045,8811,171-1111
20201101,447014,8790,171-1111
20201101,427050,8806,171-1111
20201101,127047,8767,171-1111
20201101,457050,8813,171-1111
20201101,17055,1577,170-1111
20201101,237047,1617,170-1111
20201101,207033,8737,171-1111
20201101,27054,1573,170-1111
20201101,237046,1616,170-1111
20201101,707034,1782,170-1111
20201101,167018,1597,170-1111
20201101,37056,8705,171-1111
20201101,467014,1603,170-1111
20201101,227048,8837,171-1111
20201101,457051,8816,171-1111
20201101,257047,8736,171-1111
20201101,227049,8841,171-1111
20201101,107050,1701,170-1111
20201101,17056,1570,170-1111
20201101,37055,8707,171-1111
20201101,827059,2133,170-1111
20201101,417027,8812,171-1111
20201101,757007,1638,170-1111
20201101,707031,1784,170-1111
20201101,147045,8868,171-1111
20201101,427047,8806,171-1111
20201101,107049,1696,170-1111
20201101,117049,8864,171-1111
20201101,787009,2096,170-1111
20201101,127050,8764,171-1111
20201101,797017,8815,171-1111
20201101,727016,1635,170-1111
20201101,777007,1626,170-1111
20201101,407045,8721,171-1111
20201101,17058,1575,170-1111
20201101,137034,8865,171-1111
20201101,407052,8735,171-1111
20201101,287033,8796,171-1111
20201101,137033,8833,171-1111
20201101,117050,8856,171-1111
20201101,447014,8790,171-1111
20201101,227050,8827,171-1111
20201101,217034,8803,171-1111
20201101,167017,2162,170-1111
20201101,127049,8762,171-1111
20201101,457052,8798,171-1111
20201101,437021,8808,171-1111
20201101,747015,1862,170-1111
20201101,27056,1534,170-1111
20201101,257052,8744,171-1111
20201101,237049,1600,170-1111
20201101,427052,8811,171-1111
20201101,237048,1596,170-1111
20201101,147054,8828,171-1111
20201101,117051,8836,171-1111
20201101,37058,8713,171-1111
20201101,17057,1548,170-1111
20201101,417024,8789,171-1111
20201101,227051,8847,171-1111
20201101,147056,8826,171-1111
20201101,257049,8724,171-1111
20201101,437022,8808,171-1111
20201101,147047,8872,171-1111
20201101,37057,8708,171-1111
20201101,107052,1702,170-1111
20201101,107051,1699,170-1111
20201101,207036,8742,171-1111
20201101,407047,8735,171-1111
20201101,797016,8807,171-1111
20201101,27059,1571,170-1111
20201101,207035,8743,171-1111
20201101,127052,8770,171-1111
20201101,227052,8829,171-1111
20201101,407054,8721,171-1111
20201101,457053,8813,171-1111
20201101,147049,8854,171-1111
20201101,117052,8866,171-1111
20201101,427054,8806,171-1111
20201101,117054,8869,171-1111
20201101,117053,8830,171-1111
20201101,707036,1778,170-1111
20201101,207036,8742,171-1111
20201101,427049,8811,171-1111
20201101,447017,8790,171-1111
20201101,127051,8761,171-1111
20201101,237050,1617,170-1111
20201101,457054,8816,171-1111
20201101,467019,1603,170-1111
20201101,747018,1870,170-1111
20201101,257054,8722,171-1111
20201101,237051,1616,170-1111
20201101,217035,8803,171-1111
20201101,287036,8796,171-1111
20201101,417024,8789,171-1111
20201101,37060,8714,171-1111
20201101,27058,1568,170-1111
20201101,137036,8838,171-1111
20201101,17059,1569,170-1111
20201101,407056,8735,171-1111
20201101,107053,1700,170-1111
20201101,727019,1635,170-1111
20201101,27061,1535,170-1111
20201101,37059,8705,171-1111
20201101,257051,8740,171-1111
20201101,237052,1600,170-1111
20201101,17060,1561,170-1111
20201101,707033,1776,170-1111
20201101,107054,1703,170-1111
20201101,137035,8865,171-1111
20201101,827064,2133,170-1111
20201101,227053,8837,171-1111
20201101,207038,8737,171-1111
20201101,227054,8841,171-1111
20201101,127054,8768,171-1111
20201101,407049,8721,171-1111
20201101,237053,1596,170-1111
20201101,457055,8798,171-1111
20201101,137038,8833,171-1111
20201101,427051,8810,171-1111
20201101,787012,2096,170-1111
20201101,417029,8789,171-1111
20201101,127053,8764,171-1111
20201101,437023,8808,171-1111
20201101,457056,8813,171-1111
20201101,27060,1565,170-1111
20201101,427056,8811,171-1111
20201101,257056,8736,171-1111
20201101,147058,8868,171-1111
20201101,17062,1577,170-1111
20201101,37062,8707,171-1111
20201101,17061,1553,170-1111
20201101,207037,8727,171-1111
20201101,707038,1784,170-1111
20201101,467016,1603,170-1111
20201101,127056,8762,171-1111
20201101,437024,8808,171-1111
20201101,257053,8744,171-1111
20201101,407051,8735,171-1111
20201101,707035,1782,170-1111
20201101,427053,8812,171-1111
20201101,827067,2133,170-1111
20201101,37061,8713,171-1111
20201101,107055,1701,170-1111
20201101,147051,8828,171-1111
20201101,107056,1696,170-1111
20201101,27063,1573,170-1111
20201101,287037,8814,171-1111
20201101,797019,8807,171-1111
20201101,227055,8827,171-1111
20201101,117055,8856,171-1111
20201101,727018,1635,170-1111
20201101,227056,8847,171-1111
20201101,457057,8816,171-1111
20201101,407058,8721,171-1111
20201101,117056,8864,171-1111
20201101,747017,1870,170-1111
20201101,147053,8826,171-1111
20201101,217038,8806,171-1111
20201101,167019,1597,170-1111
20201101,237055,1617,170-1111
20201101,127055,8770,171-1111
20201101,457058,8798,171-1111
20201101,447016,8790,171-1111
20201101,227057,8829,171-1111
20201101,427058,8810,171-1111
20201101,257058,8724,171-1111
20201101,137037,8838,171-1111
20201101,27062,1549,170-1111
20201101,147062,8854,171-1111
20201101,147060,8872,171-1111
20201101,417026,8789,171-1111
20201101,237054,1616,170-1111
20201101,167020,2162,170-1111
20201101,37064,8708,171-1111
20201101,17063,1570,170-1111
20201101,107057,1702,170-1111
20201101,467021,1603,170-1111
20201101,427060,8812,171-1111
20201101,407060,8735,171-1111
20201101,37063,8714,171-1111
20201101,257055,8722,171-1111
20201101,227057,8829,171-1111
20201101,17064,1548,170-1111
20201101,207039,8742,171-1111
20201101,107058,1699,170-1111
20201101,117057,8866,171-1111
20201101,787011,2096,170-1111
20201101,27065,1534,170-1111
20201101,117058,8836,171-1111
20201101,207040,8743,171-1111
20201101,127058,8761,171-1111
20201101,407053,8721,171-1111
20201101,117060,8830,171-1111
20201101,457059,8815,171-1111
20201101,117056,8871,171-1111
20201101,797018,8807,171-1111
20201101,797018,8807,171-1111
20201101,427055,8810,171-1111
20201101,227061,8871,171-1111
20201101,447019,8790,171-1111
20201101,707040,1776,170-1111
20201101,417031,8789,171-1111
20201101,227058,8837,171-1111
20201101,127057,8768,171-1111
20201101,457060,8816,171-1111
20201101,437025,8808,171-1111
20201101,237057,1600,170-1111
20201101,257060,8740,171-1111
20201101,287040,8814,171-1111
20201101,237056,1596,170-1111
20201101,217039,8806,171-1111
20201101,27064,1571,170-1111
20201101,117059,8869,171-1111
20201101,17065,1575,170-1111
20201101,37066,8705,171-1111
20201101,137040,8865,171-1111
20201101,17066,1569,170-1111
20201101,727021,1635,170-1111
20201101,437026,8808,171-1111
20201101,407055,8735,171-1111
20201101,137039,8833,171-1111
20201101,257057,8736,171-1111
20201101,747020,1870,170-1111
20201101,427057,8812,171-1111
20201101,37065,8707,171-1111
20201101,707037,1778,170-1111
20201101,147055,8868,171-1111
20201101,107060,1700,170-1111
20201101,107059,1703,170-1111
20201101,827072,2133,170-1111
20201101,227059,8841,171-1111
20201101,127059,8762,171-1111
20201101,27067,1568,170-1111
20201101,127060,8764,171-1111
20201101,457061,8798,171-1111
20201101,407062,8721,171-1111
20201101,787014,1636,170-1111
20201101,227060,8827,171-1111
20201101,457062,8815,171-1111
20201101,417028,8790,171-1111
20201101,427062,8810,171-1111
20201101,237059,1616,170-1111
20201101,257062,8744,171-1111
20201101,237058,1617,170-1111
20201101,147064,8828,171-1111
20201101,27066,1535,170-1111
20201101,457063,8813,171-1111
20201101,207042,8727,171-1111
20201101,707042,1782,170-1111
20201101,17067,1561,170-1111
20201101,207041,8737,171-1111
20201101,37068,8713,171-1111
20201101,287041,8814,171-1111
20201101,147066,8826,171-1111
20201101,467018,1603,170-1111
20201101,167022,1597,170-1111
20201101,107061,1696,170-1111
20201101,427064,8812,171-1111
20201101,27069,1565,170-1111
20201101,407064,8735,171-1111
20201101,227061,8847,171-1111
20201101,257059,8724,171-1111
20201101,707039,1784,170-1111
20201101,17068,1553,170-1111
20201101,37067,8708,171-1111
20201101,107062,1701,170-1111
20201101,147057,8872,171-1111
20201101,797021,8807,171-1111
20201101,117061,8864,171-1111
20201101,227062,8829,171-1111
20201101,137042,8838,171-1111
20201101,127062,8770,171-1111
20201101,727020,1635,170-1111
20201101,827075,2133,170-1111
20201101,407057,8721,171-1111
20201101,117062,8856,171-1111
20201101,147059,8854,171-1111
20201101,427059,8810,171-1111
20201101,217042,8806,171-1111
20201101,787014,1636,170-1111
20201101,447018,8811,171-1111
20201101,17069,1577,170-1111
20201101,127061,8761,171-1111
20201101,417033,8789,171-1111
20201101,167021,2162,170-1111
20201101,257064,8722,171-1111
20201101,747019,1870,170-1111
20201101,117063,8836,171-1111
20201101,457064,8798,171-1111
20201101,437027,8808,171-1111
20201101,237061,1596,170-1111
20201101,27068,1573,170-1111
20201101,137041,8865,171-1111
20201101,237060,1600,170-1111
20201101,37070,8714,171-1111
20201101,137044,8833,171-1111
20201101,417033,8789,171-1111
20201101,107063,1699,170-1111
20201101,467023,1603,170-1111
20201101,257061,8740,171-1111
20201101,37069,8705,171-1111
20201101,407059,8735,171-1111
20201101,437028,8808,171-1111
20201101,17070,1570,170-1111
20201101,427061,8812,171-1111
20201101,107064,1702,170-1111
20201101,757008,1638,170-1111
20201101,227063,8837,171-1111
20201101,27071,1549,170-1111
20201101,127064,8768,171-1111
20201101,207043,8743,171-1111
20201101,207044,8742,171-1111
20201101,17073,1873,170-1111
20201101,237063,1617,170-1111
20201101,17072,1575,170-1111
20201101,457065,8815,171-1111
20201101,407066,8721,171-1111
20201101,117064,8866,171-1111
20201101,777010,2096,170-1111
20201101,707044,1778,170-1111
20201101,447021,8811,171-1111
20201101,117065,8830,171-1111
20201101,287044,8814,171-1111
20201101,227064,8841,171-1111
20201101,417030,8789,171-10172
20201101,127063,8764,171-1111
20201101,457066,8813,171-1111
20201101,17073,1873,170-1111
20201101,257066,8736,171-1111
20201101,427066,8810,171-1111
20201101,217043,8806,171-1111
20201101,27070,1534,170-1111
20201101,237062,1616,170-1111
20201101,147068,8868,171-1111
20201101,37072,8707,171-1111
20201101,17071,1548,170-1111
20201101,147061,8828,171-1111
20201101,107065,1700,170-1111
20201101,427068,8812,171-1111
20201101,727023,1635,170-1111
20201101,747022,1870,170-1111
20201101,707041,1776,170-1111
20201101,257063,8744,171-1111
20201101,37071,8713,171-1111
20201101,797020,8790,171-1111
20201101,227065,8827,171-1111
20201101,107066,1703,170-1111
20201101,137043,8838,171-1111
20201101,787013,1636,170-1111
20201101,27073,1571,170-1111
20201101,127066,8762,171-1111
20201101,827080,1873,170-1111
20201101,407061,8721,171-1111
20201101,227066,8847,171-1111
20201101,457067,8816,171-1111
20201101,257065,8722,171-1111
20201101,407068,8735,171-1111
20201101,117066,8869,171-1111
20201101,707044,1778,170-1111
20201101,707045,1778,170-1111
20201101,707044,1778,170-1111
20201101,427063,8810,171-1111
20201101,207046,8737,171-1111
20201101,127065,8770,171-1111
20201101,417035,8789,171-10172
20201101,437029,8808,171-1111
20201101,457068,8815,171-1111
20201101,17073,1569,170-1111
20201101,707044,1778,170-1111
20201101,707046,1784,170-1111
20201101,237065,1600,170-1111
20201101,257068,8724,171-1111
20201101,237064,1596,170-1111
20201101,147070,8872,171-1111
20201101,27072,1568,170-1111
20201101,37074,8708,171-1111
20201101,207045,8727,171-1111
20201101,467020,1603,170-1111
20201101,777009,2096,170-1111
20201101,107067,1701,170-1111
20201101,707043,1782,170-1111
20201101,107068,1696,170-1111
20201101,287045,8807,171-1111
20201101,37073,8714,171-1111
20201101,27075,1535,170-1111
20201101,287045,8807,171-1111
20201101,17074,1561,170-1111
20201101,437030,8808,171-1111
20201101,427065,8812,171-1111
20201101,147063,8826,171-1111
20201101,227067,8829,171-1111
20201101,117067,8856,171-1111
20201101,757009,1640,170-1111
20201101,407070,8721,171-1111
20201101,127068,8761,171-1111
20201101,727022,1635,170-1111
20201101,797023,8790,171-1111
20201101,407063,8735,171-1111
20201101,827083,1873,170-1111
20201101,137046,8865,171-1111
20201101,457069,8813,171-1111
20201101,117068,8864,171-1111
20201101,27074,1565,170-1111
20201101,417032,8811,171-1111
20201101,137045,8833,171-1111
20201101,217046,8806,171-1111
20201101,167023,1597,170-1111
20201101,227068,8837,171-1111
20201101,457070,8816,171-1111
20201101,127067,8768,171-1111
20201101,747021,1870,170-1111
20201101,237067,1616,170-1111
20201101,257070,8740,171-1111
20201101,427070,8810,171-1111
20201101,147072,8854,171-1111
20201101,237066,1617,170-1111
20201101,447020,8789,171-10172
20201101,227069,8841,171-1111
20201101,17075,1553,170-1111
20201101,167024,2162,170-1111
20201101,37076,8705,171-1111
20201101,17076,1577,170-1111
20201101,127070,8764,171-1111
20201101,147074,8828,171-1111
20201101,107069,1702,170-1111
20201101,107070,1699,170-1111
20201101,427072,8812,171-1111
20201101,257067,8736,171-1111
20201101,407065,8721,171-1111
20201101,37075,8707,171-1111
20201101,227069,8841,171-1111
20201101,147065,8868,171-1111
20201101,127069,8762,171-1111
20201101,117069,8866,171-1111
20201101,27077,1573,170-1111
20201101,227070,8827,171-1111
20201101,207047,8742,171-1111
20201101,207048,8743,171-1111
20201101,407072,8735,171-1111
20201101,467025,1603,170-1111
20201101,117070,8836,171-1111
20201101,787016,1636,170-1111
20201101,447023,8789,171-10172
20201101,427067,8814,171-1111
20201101,287048,8807,171-1111
20201101,417037,8811,171-1111
20201101,707048,1776,170-1111
20201101,437031,8808,171-1111
20201101,457072,8813,171-1111
20201101,237069,1596,170-1111
20201101,257072,8744,171-1111
20201101,237068,1600,170-1111
20201101,27076,1549,170-1111
20201101,217047,8806,171-1111
20201101,37078,8713,171-1111
20201101,17077,1570,170-1111
20201101,137048,8838,171-1111
20201101,107071,1703,170-1111
20201101,117072,8830,171-1111
20201101,407074,8721,171-1111
20201101,707045,1778,170-1111
20201101,727025,1635,170-1111
20201101,257069,8724,171-1111
20201101,437032,8808,171-1111
20201101,457071,8798,171-1111
20201101,17078,1548,170-1111
20201101,37077,8708,171-1111
20201101,797022,8790,171-1111
20201101,457073,8816,171-1111
20201101,147067,8872,171-1111
20201101,107072,1700,170-1111
20201101,747024,1870,170-1111
20201101,427074,8814,171-1111
20201101,137047,8865,171-1111
20201101,207049,8737,171-1111
20201101,137050,8833,171-1111
20201101,227071,8847,171-1111
20201101,117071,8869,171-1111
20201101,27079,1534,170-1111
20201101,747024,1870,170-1111
20201101,127072,8770,171-1111
20201101,407067,8735,171-1111
20201101,207050,8727,171-1111
20201101,427069,8810,171-1111
20201101,227072,8829,171-1111
20201101,237071,1617,170-1111
20201101,127071,8761,171-1111
20201101,457074,8798,171-1111
20201101,827088,1873,170-1111
20201101,257074,8722,171-1111
20201101,417034,8789,171-10172
20201101,237070,1616,170-1111
20201101,207050,8727,171-1111
20201101,117074,8856,171-1111
20201101,27078,1571,170-1111
20201101,147076,8826,171-1111
20201101,707050,1782,170-1111
20201101,37080,8714,171-1111
20201101,17079,1575,170-1111
20201101,287049,8807,171-1111
20201101,17080,1569,170-1111
20201101,287049,8807,171-1111
